Property Title,Location,Bedrooms,Price,Size,Listing Type,Price per sqm,is_studio,log_price,log_size,log_price_per_sqm
181,50,2,45.0,-0.32220452524033927,0,-0.6100193193332425,0,-0.3019447427854352,-0.013723009370188683,-0.5960916194652359
1477,50,2,15.0,-0.47201657572887884,0,-0.8021356760713279,0,-1.1538393193601955,-0.19854038699646756,-0.9741144258794642
1072,50,1,45.0,-0.871515377031651,0,-0.32383769249103245,1,-0.3019447427854352,-0.871565325615859,-0.1399216405161756
1524,73,2,210.0,-0.47201657572887884,0,0.7523327705646322,0,0.9268008575318087,-0.19854038699646756,0.9961404223263141
58,50,1,100.0,-0.47201657572887884,0,-0.12454686599924268,1,0.3324907485062838,-0.19854038699646756,0.12538716997773916
915,91,4,70.0,1.5254774307849823,0,-0.7359711216760536,0,0.04818459888781355,1.2589533398731305,-0.8356532386769775
1760,62,2,80.0,-0.47201657572887884,0,-0.28397952719267444,0,0.15447999087943234,-0.19854038699646756,-0.0839499194721155
1963,91,2,220.0,-0.771640676705958,0,1.5837740986883788,0,0.9641537390188893,-0.668947753536858,1.5723670517393964
1953,50,2,100.0,-1.1711394780087303,0,1.7352351268221393,0,0.3324907485062838,-1.7750152546903595,1.6614580245287154
1189,50,2,30.0,-0.6717659763802649,0,-0.622773932228717,0,-0.6203036409622196,-0.4930734874006623,-0.6190780184494669
1839,71,2,50.0,-0.9713900773573441,0,-0.12454686599924268,0,-0.21870827799518572,-1.1105434613025964,0.12538716997773916
1189,50,2,40.0,-0.6717659763802649,0,-0.5231285189828222,0,-0.39476865239149184,-0.4930734874006623,-0.44619818491497554
1481,64,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
1842,71,2,75.0,-1.2710141783344233,0,2.0676522254104444,0,0.10308183807786547,-2.2948392324150717,1.8440200450587565
76,50,2,35.0,-0.47201657572887884,0,-0.642703014877896,0,-0.4996796642403818,-0.19854038699646756,-0.6555352743648303
76,50,2,20.0,-0.47201657572887884,0,-0.7622775107729699,0,-0.9344763433864722,-0.19854038699646756,-0.889554230298483
1477,50,2,50.0,-0.47201657572887884,0,-0.5231285189828222,0,-0.21870827799518572,-0.19854038699646756,-0.44619818491497554
289,91,3,145.0,-0.07251777442610663,0,-0.09584898698442494,0,0.6297404235781852,0.2467726710230909,0.16083267357737083
467,71,2,45.0,1.5254774307849823,0,-0.8021356760713279,0,-0.3019447427854352,1.2589533398731305,-0.9741144258794642
1580,62,1,300.0,-0.4320666955986016,0,1.378105965748852,1,1.2133749757812207,-0.14670032758237136,1.444617255856529
1013,50,2,40.0,3.323222036647457,0,-0.8555456175711275,0,-0.39476865239149184,1.8846097583907522,-1.0933799023416286
1113,73,2,220.0,-0.8215780268688045,0,1.7766876187324314,0,0.9641537390188893,-0.7664154050344547,1.6851602933356216
1164,64,2,80.0,-0.7217033265431115,0,-0.07113692449944307,0,0.15447999087943234,-0.578115860690413,0.19085654770757546
1503,62,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1120,50,1,45.0,-0.771640676705958,0,-0.4091341662295184,1,-0.3019447427854352,-0.668947753536858,-0.2652768066698087
411,50,3,65.0,0.42685572720235865,0,-0.6490803213256332,0,-0.010723179094990107,0.6518763618035351,-0.6673443118094894
1694,71,2,85.0,-1.2210768281715767,0,1.7886450683219388,0,0.20279851059350928,-2.009778944987745,1.6919452676051905
1267,50,3,30.0,-0.5718912760545719,0,-0.6562547910793377,0,-0.6203036409622196,-0.33769899063362363,-0.6807139191237745
880,50,1,20.0,-1.1112146578133144,0,-0.47848737384866125,1,-0.9344763433864722,-1.5388634064458384,-0.3733730019020182
1257,50,2,29.0,-0.5718912760545719,0,-0.6650235874449765,0,-0.6467544733031436,-0.33769899063362363,-0.6971776756336836
1387,64,2,6.0,-0.47201657572887884,0,-0.8738803736083721,0,-1.8207028293333265,-0.19854038699646756,-1.1360300590183834
1201,50,3,30.0,-0.6717659763802649,0,-0.622773932228717,0,-0.6203036409622196,-0.4930734874006623,-0.6190780184494669
1760,62,2,90.0,-0.47201657572887884,0,-0.20426319659595857,0,0.24838567362760278,-0.19854038699646756,0.023474333956166507
634,50,4,120.0,1.026103929156517,0,-0.5390717851021654,0,0.47823330605040226,1.0164928103359805,-0.47286791019500585
1245,50,1,20.0,-0.5718912760545719,0,-0.7447399180416924,1,-0.9344763433864722,-0.33769899063362363,-0.8534582553553116
1480,63,2,4.0,-0.47201657572887884,0,-0.8898236397277153,0,-2.0921276176369457,-0.19854038699646756,-1.1738762452252591
1235,74,2,24.0,-0.5918662161197105,0,-0.7040845894373673,0,-0.7938292823659059,-0.36736051677628506,-0.7722204066966643
1636,64,2,95.0,-0.47201657572887884,0,-0.16440503129760067,0,0.2915338249736064,-0.19854038699646756,0.07508411098461584
1274,50,2,35.0,-0.5718912760545719,0,-0.6116136459451769,0,-0.4996796642403818,-0.33769899063362363,-0.5989504180895209
447,4,2,40.0,-0.06253030439353732,0,-0.6953157930717285,0,-0.39476865239149184,0.25620531626003784,-0.7551256499219673
1500,22,2,65.0,-0.47201657572887884,0,-0.4035540230877483,0,-0.010723179094990107,-0.19854038699646756,-0.25682975300660676
1848,65,2,95.0,1.026103929156517,0,-0.6187881156988813,0,0.2915338249736064,1.0164928103359805,-0.6118661604366044
447,4,2,25.0,0.5267304275280517,0,-0.8220647587205068,0,-0.7621907915601083,0.7199887796476847,-1.0177835398076902
524,50,3,105.0,0.5267304275280517,0,-0.5031994363336432,0,0.37146828715422014,0.7199887796476847,-0.4133566983343506
1477,50,2,45.0,-0.47201657572887884,0,-0.5629866842811801,0,-0.3019447427854352,-0.19854038699646756,-0.5135559812517839
251,50,2,50.0,-0.1723924747517997,0,-0.6148022991690455,0,-0.21870827799518572,0.14858770143123645,-0.6046803851498298
1468,20,2,7.0,-0.47201657572887884,0,-0.8659087405487005,0,-1.7129859777471432,-0.19854038699646756,-1.1173739153648272
76,50,2,40.0,-0.47201657572887884,0,-0.6028448495795381,0,-0.39476865239149184,-0.19854038699646756,-0.5832776858996831
1482,65,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
1189,50,2,25.0,-0.6717659763802649,0,-0.672995220504648,0,-0.7621907915601083,-0.4930734874006623,-0.712264040455617
280,50,1,35.0,-0.07251777442610663,0,-0.722419345474612,1,-0.4996796642403818,0.2467726710230909,-0.8084464503578355
702,1,3,30.0,0.5267304275280517,0,-0.8021356760713279,0,-0.6203036409622196,0.7199887796476847,-0.9741144258794642
895,50,4,150.0,2.324475033390527,0,-0.6068306661093739,0,0.6569038691378764,1.5735308352437367,-0.5903863328426231
306,50,2,35.0,0.027356925899586427,0,-0.7359711216760536,0,-0.4996796642403818,0.33822718539776386,-0.8356532386769775
203,50,2,25.0,-0.27226717507749276,0,-0.7559002043252326,0,-0.7621907915601083,0.04260238384824756,-0.876352422915833
1940,3,2,400.0,0.5267304275280517,0,0.6726164399679163,0,1.4447715297843349,0.7199887796476847,0.9309914808041069
237,50,1,25.0,-0.24230476497978481,0,-0.7598860208550683,1,-0.7621907915601083,0.07529088490343214,-0.8845932671690434
1091,73,2,180.0,-0.871515377031651,0,1.4697797459350752,0,0.8030878132716812,-0.871565325615859,1.5025768356968214
1225,50,2,1.0,-0.6218286262174184,0,-0.9121442122947957,0,-2.831279294521038,-0.4131266144809911,-1.2281020393546032
783,52,4,60.0,1.5254774307849823,0,-0.7622775107729699,0,-0.07427398883899555,1.2589533398731305,-0.889554230298483
1841,74,2,80.0,0.5267304275280517,0,-0.6028448495795381,0,0.15447999087943234,0.7199887796476847,-0.5832776858996831
1477,50,2,25.0,-0.47201657572887884,0,-0.722419345474612,0,-0.7621907915601083,-0.19854038699646756,-0.8084464503578355
1506,65,2,40.0,-0.47201657572887884,0,-0.6028448495795381,0,-0.39476865239149184,-0.19854038699646756,-0.5832776858996831
1482,65,2,9.0,-0.47201657572887884,0,-0.8499654744293573,0,-1.5329809592499979,-0.19854038699646756,-1.0805790730581841
935,63,1,100.0,2.524224434041913,0,-0.722419345474612,1,0.3324907485062838,1.6418175295545714,-0.8084464503578355
459,35,2,60.0,0.37691837703951214,0,-0.6634292608330421,0,-0.07427398883899555,0.6164707381616789,-0.6941741003056778
1484,68,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
162,50,3,25.0,-0.3721418754031858,0,-0.7407541015118566,0,-0.7621907915601083,-0.07253048339069659,-0.8453452808279884
306,50,2,40.0,0.027356925899586427,0,-0.7088675692731702,0,-0.39476865239149184,0.33822718539776386,-0.7816071865235203
1454,65,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1746,62,2,110.0,-0.47201657572887884,0,-0.04483053540252672,0,0.40864897445293313,-0.19854038699646756,0.22232662492668448
1087,50,2,30.0,-0.871515377031651,0,-0.5231285189828222,0,-0.6203036409622196,-0.871565325615859,-0.44619818491497554
1077,71,1,120.0,-0.871515377031651,0,0.6726164399679163,1,0.47823330605040226,-0.871565325615859,0.9309914808041069
1506,65,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1506,65,2,110.0,-0.47201657572887884,0,-0.04483053540252672,0,0.40864897445293313,-0.19854038699646756,0.22232662492668448
1505,64,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1505,64,2,90.0,-0.47201657572887884,0,-0.20426319659595857,0,0.24838567362760278,-0.19854038699646756,0.023474333956166507
1477,50,2,35.0,-0.47201657572887884,0,-0.642703014877896,0,-0.4996796642403818,-0.19854038699646756,-0.6555352743648303
793,50,5,99.0,1.5254774307849823,0,-0.6586462809972391,0,0.32446403440798965,1.2589533398731305,-0.6851905219212558
1716,77,2,190.0,-0.3721418754031858,0,0.45499085743888196,0,0.8464680554531274,-0.07253048339069659,0.7414243524906426
1700,64,2,200.0,-0.47201657572887884,0,0.6726164399679163,0,0.887634033360516,-0.19854038699646756,0.9309914808041069
913,50,4,150.0,3.0235979356703777,0,-0.6562547910793377,0,0.6569038691378764,1.7986542857824406,-0.6807139191237745
1508,71,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1038,44,2,50.0,-0.9713900773573441,0,-0.12454686599924268,0,-0.21870827799518572,-1.1105434613025964,0.12538716997773916
501,50,2,25.0,0.5267304275280517,0,-0.8220647587205068,0,-0.7621907915601083,0.7199887796476847,-1.0177835398076902
1516,88,2,135.0,-0.47201657572887884,0,0.154460291089263,0,0.5725052112188028,-0.19854038699646756,0.44580515984768676
1734,72,2,210.0,-0.47201657572887884,0,0.7523327705646322,0,0.9268008575318087,-0.19854038699646756,0.9961404223263141
1482,65,2,15.0,-0.47201657572887884,0,-0.8021356760713279,0,-1.1538393193601955,-0.19854038699646756,-0.9741144258794642
501,50,2,27.0,0.5267304275280517,0,-0.8140931256608352,0,-0.7024095125594317,0.7199887796476847,-1.0002005515955699
1293,83,1,340.0,-0.511966455859156,0,1.9018422577692753,1,1.3140259885169745,-0.25247555327985544,1.7550538579017068
1284,50,2,50.0,-0.5219539258917254,0,-0.502402273027676,0,-0.21870827799518572,-0.26630690758161096,-0.41205426321652405
231,50,4,65.0,-0.27226717507749276,0,-0.48964766013220146,0,-0.010723179094990107,0.04260238384824756,-0.39133058432227835
782,50,4,120.0,1.5254774307849823,0,-0.6028448495795381,0,0.47823330605040226,1.2589533398731305,-0.5832776858996831
1596,50,1,35.0,0.3269810268766656,0,-0.7670604906087729,1,-0.4996796642403818,0.5801002658174188,-0.8995134727104529
1731,73,2,180.0,0.40688078713722003,0,-0.15882488815583054,0,0.8030878132716812,0.6378266136952125,0.08220367473658166
1670,64,2,65.0,-0.47201657572887884,0,-0.4035540230877483,0,-0.010723179094990107,-0.19854038699646756,-0.25682975300660676
1792,50,2,28.0,-0.27226717507749276,0,-0.7359711216760536,0,-0.6741021129751055,0.04260238384824756,-0.8356532386769775
789,50,5,100.0,1.5254774307849823,0,-0.6562547910793377,0,0.3324907485062838,1.2589533398731305,-0.6807139191237745
1760,62,2,160.0,-0.47201657572887884,0,0.35375111758105277,0,0.7086317224022762,-0.19854038699646756,0.6466694658773305
108,77,3,220.0,-0.47201657572887884,0,0.8320491011613482,0,0.9641537390188893,-0.19854038699646756,1.059220790313314
447,4,2,50.0,1.5254774307849823,0,-0.7885838998698861,0,-0.21870827799518572,1.2589533398731305,-0.9449583567947331
705,4,3,50.0,0.027356925899586427,0,-0.6562547910793377,0,-0.21870827799518572,0.33822718539776386,-0.6807139191237745
863,50,4,80.0,2.0248509324134476,0,-0.7391597748999222,0,0.15447999087943234,1.4640667543807853,-0.8421093441174273
1031,50,1,20.0,-0.9713900773573441,0,-0.6028448495795381,1,-0.9344763433864722,-1.1105434613025964,-0.5832776858996831
1261,65,2,18.0,-0.5718912760545719,0,-0.7622775107729699,0,-1.0152114786960298,-0.33769899063362363,-0.889554230298483
1477,50,2,30.0,-0.47201657572887884,0,-0.6825611801762539,0,-0.6203036409622196,-0.19854038699646756,-0.7305201998417518
1523,64,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
447,4,2,40.0,-0.47201657572887884,0,-0.6028448495795381,0,-0.39476865239149184,-0.19854038699646756,-0.5832776858996831
79,64,2,17.0,-0.47201657572887884,0,-0.7861924099519846,0,-1.0588263226273293,-0.19854038699646756,-0.9398572892916065
1389,75,3,165.0,-0.47201657572887884,0,0.3936092828794106,0,0.7333027006016215,-0.19854038699646756,0.6845156520842063
1479,62,2,8.0,-0.47201657572887884,0,-0.8579371074890288,0,-1.6179729810142767,-0.19854038699646756,-1.0988913197483379
782,50,4,70.0,1.5254774307849823,0,-0.7359711216760536,0,0.04818459888781355,1.2589533398731305,-0.8356532386769775
1036,77,1,220.0,-0.9713900773573441,0,2.585808374289098,1,0.9641537390188893,-1.1105434613025964,2.0988440570733347
1257,50,2,25.0,-0.5718912760545719,0,-0.7000987729075314,0,-0.7621907915601083,-0.33769899063362363,-0.7644318247860822
90,91,2,165.0,-0.47201657572887884,0,0.3936092828794106,0,0.7333027006016215,-0.19854038699646756,0.6845156520842063
1480,63,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
178,48,2,40.0,-0.3421794653054779,0,-0.6395143616540274,0,-0.39476865239149184,-0.03693600743216626,-0.6496569721447628
342,50,2,30.0,0.027356925899586427,0,-0.7622775107729699,0,-0.6203036409622196,0.33822718539776386,-0.889554230298483
1477,50,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
62,65,1,15.0,-0.47201657572887884,0,-0.8021356760713279,1,-1.1538393193601955,-0.19854038699646756,-0.9741144258794642
306,50,2,1.0,0.027356925899586427,0,-0.9161300288246317,0,-2.831279294521038,0.33822718539776386,-1.2379428950399562
1506,65,2,45.0,-0.47201657572887884,0,-0.5629866842811801,0,-0.3019447427854352,-0.19854038699646756,-0.5135559812517839
54,71,2,7.0,-1.3708888786601163,0,-0.3636958577893904,0,-1.7129859777471432,-3.1579013978864916,-0.19751595430137228
1482,65,2,8.0,-0.47201657572887884,0,-0.8579371074890288,0,-1.6179729810142767,-0.19854038699646756,-1.0988913197483379
1289,76,2,25.0,-0.5219539258917254,0,-0.7120562224970388,0,-0.7621907915601083,-0.26630690758161096,-0.7878897678882214
1503,62,2,55.0,-0.47201657572887884,0,-0.4832703536844642,0,-0.14326285417248374,-0.19854038699646756,-0.38104924339276813
793,50,5,140.0,1.5254774307849823,0,-0.5494349080797384,0,0.601630328167812,1.2589533398731305,-0.4903972000868004
392,50,3,50.0,0.3269810268766656,0,-0.7000987729075314,0,-0.21870827799518572,0.5801002658174188,-0.7644318247860822
1503,62,2,70.0,-0.47201657572887884,0,-0.3636958577893904,0,0.04818459888781355,-0.19854038699646756,-0.19751595430137228
574,35,3,30.0,0.7464547682445765,0,-0.8140931256608352,0,-0.6203036409622196,0.858621309968335,-1.0002005515955699
1507,68,2,5.0,-0.47201657572887884,0,-0.8818520066680436,0,-1.9450528085741836,-0.19854038699646756,-1.1548630407923977
1059,74,2,20.0,-0.931440197227067,0,-0.6267597487585529,0,-0.9344763433864722,-1.0097624930537907,-0.6263161492271228
85,74,2,25.0,-0.47201657572887884,0,-0.722419345474612,0,-0.7621907915601083,-0.19854038699646756,-0.8084464503578355
1122,63,1,18.0,-0.771640676705958,0,-0.7168392023328418,1,-1.0152114786960298,-0.668947753536858,-0.7973510462481151
1223,72,2,385.0,-0.6218286262174184,0,2.688642440758861,0,1.4140176868138732,-0.4131266144809911,2.145749986326876
1479,62,2,6.0,-0.47201657572887884,0,-0.8738803736083721,0,-1.8207028293333265,-0.19854038699646756,-1.1360300590183834
1477,50,2,1.0,-0.47201657572887884,0,-0.9137385389067301,0,-2.831279294521038,-0.19854038699646756,-1.2320325346049525
1510,73,2,200.0,-0.47201657572887884,0,0.6726164399679163,0,0.887634033360516,-0.19854038699646756,0.9309914808041069
223,64,3,10.0,-0.27226717507749276,0,-0.8555456175711275,0,-1.4560963234287916,0.04260238384824756,-1.0933799023416286
1510,73,2,150.0,-0.47201657572887884,0,0.2740347869843368,0,0.6569038691378764,-0.19854038699646756,0.5687432153612468
1552,50,2,45.0,-0.47201657572887884,0,-0.5629866842811801,0,-0.3019447427854352,-0.19854038699646756,-0.5135559812517839
76,50,2,30.0,-0.47201657572887884,0,-0.6825611801762539,0,-0.6203036409622196,-0.19854038699646756,-0.7305201998417518
1318,88,2,50.0,-0.47201657572887884,0,-0.5231285189828222,0,-0.21870827799518572,-0.19854038699646756,-0.44619818491497554
1041,68,2,15.0,-0.9713900773573441,0,-0.6825611801762539,0,-1.1538393193601955,-1.1105434613025964,-0.7305201998417518
1478,52,2,20.0,-0.47201657572887884,0,-0.7622775107729699,0,-0.9344763433864722,-0.19854038699646756,-0.889554230298483
1764,77,2,130.0,-0.47201657572887884,0,0.11460212579090505,0,0.542289015423574,-0.19854038699646756,0.40307523983961807
1749,65,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
76,50,2,25.0,-0.47201657572887884,0,-0.722419345474612,0,-0.7621907915601083,-0.19854038699646756,-0.8084464503578355
1763,65,2,100.0,-0.47201657572887884,0,-0.12454686599924268,0,0.3324907485062838,-0.19854038699646756,0.12538716997773916
1479,62,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
1666,72,2,10.0,-0.47201657572887884,0,-0.8419938413696857,0,-1.4560963234287916,-0.19854038699646756,-1.0624340638329743
1158,50,2,30.0,-0.7217033265431115,0,-0.6028448495795381,0,-0.6203036409622196,-0.578115860690413,-0.5832776858996831
905,4,4,60.0,1.5254774307849823,0,-0.7622775107729699,0,-0.07427398883899555,1.2589533398731305,-0.889554230298483
644,65,1,10.0,-1.2110893581390074,0,-0.6148022991690455,1,-1.4560963234287916,-1.9594064104558049,-0.6046803851498298
1505,64,2,120.0,-0.47201657572887884,0,0.03488579519418907,0,0.47823330605040226,-0.19854038699646756,0.31475560188610796
311,65,2,18.0,0.027356925899586427,0,-0.8260505752503425,0,-1.0152114786960298,0.33822718539776386,-1.0266337312831908
1511,74,2,105.0,-0.47201657572887884,0,-0.0846887007008847,0,0.37146828715422014,-0.19854038699646756,0.17444805031139823
82,71,2,12.0,-0.47201657572887884,0,-0.8260505752503425,0,-1.3213374499470558,-0.19854038699646756,-1.0266337312831908
1257,50,2,30.0,-0.5718912760545719,0,-0.6562547910793377,0,-0.6203036409622196,-0.33769899063362363,-0.6807139191237745
1503,62,2,140.0,-0.47201657572887884,0,0.19431845638762082,0,0.601630328167812,-0.19854038699646756,0.487635435420599
870,64,5,400.0,2.0248509324134476,0,-0.01055251324593894,0,1.4447715297843349,1.4640667543807853,0.2625991241941279
1477,50,2,14.0,-0.47201657572887884,0,-0.8101073091309993,0,-1.2059011316900914,-0.19854038699646756,-0.9914670663200559
58,50,1,25.0,-0.47201657572887884,0,-0.722419345474612,1,-0.7621907915601083,-0.19854038699646756,-0.8084464503578355
637,50,5,95.0,1.026103929156517,0,-0.6187881156988813,0,0.2915338249736064,1.0164928103359805,-0.6118661604366044
1480,63,2,8.0,-0.47201657572887884,0,-0.8579371074890288,0,-1.6179729810142767,-0.19854038699646756,-1.0988913197483379
750,50,2,55.0,1.5254774307849823,0,-0.7758292869744116,0,-0.14326285417248374,1.2589533398731305,-0.9179027598195827
1477,50,2,60.0,-0.47201657572887884,0,-0.4434121883861063,0,-0.07427398883899555,-0.19854038699646756,-0.3179688754057683
203,50,2,30.0,-0.27226717507749276,0,-0.722419345474612,0,-0.6203036409622196,0.04260238384824756,-0.8084464503578355
1788,62,1,90.0,-1.071264777683037,0,0.8719072664597061,1,0.24838567362760278,-1.4018494959522987,1.0900255112608381
1479,62,2,13.0,-0.47201657572887884,0,-0.8180789421906711,0,-1.2615561709463794,-0.19854038699646756,-1.008972595429962
455,21,2,58.0,1.026103929156517,0,-0.7367682849820208,0,-0.10116574937410856,1.0164928103359805,-0.837265299374822
